anio_siniestro_x,mes,rango_horario,participantes_siniestro,gravedad_siniestro,temperatura_media,es_fin_de_semana,lluvia_mm,velocidad_viento,humedad_relativa
2022,12,9.0,MOTO-AUTO,LEVE,18.0,0,0.0,10.5,46.0
2020,1,14.0,PEATON-TRANSPORTE PUBLICO,LEVE,24.8,0,,13.0,77.0
2023,6,0.0,AUTO-AUTO,LEVE,12.7,0,0.0,8.1,88.0
2019,3,11.0,BICICLETA-MOVIL,LEVE,16.7,0,,16.9,71.0
2020,10,9.0,SD-SD,LEVE,14.2,0,,6.4,87.0
2020,8,20.0,BICICLETA-SD,LEVE,17.5,0,,13.0,24.0
2022,8,16.0,MOTO-TAXI,LEVE,14.6,0,0.0,14.5,64.0
2021,11,16.0,MOTO-UTILITARIO,LEVE,25.7,1,0.0,9.8,52.0
2024,3,14.0,PEATON-AUTO,LEVE,,0,,,
2022,10,10.0,SD-SD,LEVE,10.9,0,0.0,13.4,79.0
2021,9,9.0,AUTO-TAXI,LEVE,11.6,0,0.0,12.8,57.0
2019,8,9.0,PEATON-AUTO,LEVE,12.1,0,,17.0,68.0
2022,3,13.0,CAMION-CAMION,LEVE,,0,,,
2022,5,22.0,MOTO-TRANSPORTE PUBLICO,GRAVE,12.0,0,0.0,7.1,75.0
2023,7,18.0,PEATON-MOTO,LEVE,13.6,0,0.0,11.8,68.0
2023,7,13.0,MOTO-AUTO,LEVE,11.1,1,0.0,18.7,72.0
2020,11,18.0,MOTO-SD,LEVE,24.8,1,,18.1,44.0
2022,9,10.0,PEATON-TAXI,LEVE,8.1,0,0.0,6.7,78.0
2019,7,18.0,PEATON-TRANSPORTE PUBLICO,GRAVE,13.5,0,,16.4,54.0
2021,10,13.0,SD-SD,LEVE,18.7,0,0.0,8.9,73.0
2020,10,15.0,BICICLETA-AUTO,LEVE,23.7,0,,16.6,30.0
2022,9,20.0,MOTO-AUTO,LEVE,19.0,1,0.0,12.0,39.0
2021,12,13.0,SD-SD,LEVE,29.5,0,0.0,7.4,38.0
2023,5,8.0,SD-SD,LEVE,13.8,0,0.0,1.3,84.0
2022,5,9.0,SD-SD,LEVE,13.3,0,0.0,10.3,74.0
2020,7,10.0,MOTO-AUTO,LEVE,3.4,1,,5.9,72.0
2022,12,21.0,PEATON-TRANSPORTE PUBLICO,LEVE,25.0,0,0.0,31.3,34.0
2023,6,4.0,PEATON-AUTO,LEVE,7.0,1,0.0,8.1,58.0
2022,6,17.0,MOTO-AUTO,GRAVE,16.0,0,0.0,3.8,62.0
2020,2,13.0,BICICLETA-AUTO,LEVE,,0,,,
2023,11,20.0,BICICLETA-AUTO,LEVE,22.0,0,0.0,14.0,56.0
2024,8,19.0,MOTO-TAXI,LEVE,18.0,0,0.0,12.0,33.0
2019,8,7.0,MOTO-AUTO,LEVE,12.6,0,,7.6,85.0
2021,5,16.0,SD-SD,LEVE,16.0,0,0.0,10.1,60.0
2021,7,13.0,MOTO-UTILITARIO,LEVE,9.0,0,0.0,10.3,95.0
2020,10,16.0,SD-SD,LEVE,16.2,0,,11.9,47.0
2024,6,1.0,MOTO-UTILITARIO,LEVE,9.6,0,0.0,5.4,67.0
2023,4,8.0,MOTO-TRANSPORTE PUBLICO,LEVE,16.2,0,0.0,8.8,94.0
2019,7,20.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,15.8,0,,7.8,69.0
2019,11,2.0,MOTO-AUTO,LEVE,20.0,0,,33.1,66.0
2023,7,8.0,MOTO-AUTO,LEVE,14.1,0,0.0,11.4,91.0
2023,3,21.0,MOTO-AUTO,LEVE,23.3,0,0.7,24.5,56.0
2024,11,7.0,SD-SD,LEVE,19.2,0,0.0,12.1,69.0
2024,9,20.0,PEATON-CAMION,LEVE,17.7,1,0.0,10.9,27.0
2022,10,10.0,UTILITARIO-TAXI,LEVE,11.2,0,0.0,19.6,78.0
2023,12,10.0,BICICLETA-AUTO,LEVE,23.5,0,0.5,9.5,84.0
2024,7,13.0,MOTO-AUTO,LEVE,5.8,0,0.0,8.8,36.0
2023,8,13.0,PEATON-AUTO,LEVE,12.4,0,0.0,20.4,46.0
2020,10,9.0,MOTO-UTILITARIO,LEVE,11.0,0,,10.9,96.0
2020,12,22.0,MOTO-OBJETO FIJO,GRAVE,,0,,,
2021,9,14.0,MOTO-AUTO,LEVE,16.6,0,0.0,11.8,61.0
2024,12,12.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,22.3,0,0.0,13.9,55.0
2021,9,20.0,MOTO-AUTO,LEVE,18.2,0,0.0,18.4,71.0
2019,2,18.0,BICICLETA-UTILITARIO,LEVE,25.9,0,,13.0,31.0
2022,5,15.0,MOTO-UTILITARIO,LEVE,13.8,0,0.0,5.5,60.0
2022,4,13.0,MOTO-TAXI,LEVE,16.4,0,0.0,4.9,47.0
2022,8,13.0,MOTO-AUTO,LEVE,11.7,0,0.0,15.6,29.0
2024,11,8.0,TRANSPORTE PUBLICO-MOVIL,LEVE,22.1,1,0.0,18.7,87.0
2022,9,9.0,AUTO-AUTO,LEVE,10.7,0,0.0,6.2,88.0
2019,1,13.0,MOTO-CAMION,LEVE,28.9,0,,16.7,74.0
2021,1,9.0,PEATON-UTILITARIO,MORTAL,18.2,0,0.0,14.8,93.0
2019,7,23.0,MOTO-MOTO,LEVE,8.9,1,,3.5,87.0
2019,8,18.0,PEATON-AUTO,LEVE,20.4,0,,8.7,56.0
2021,1,10.0,MOTO-CAMION,MORTAL,18.5,0,0.0,7.3,84.0
2023,12,7.0,AUTO-OBJETO FIJO,LEVE,15.5,0,0.0,2.5,92.0
2022,8,12.0,MOTO-AUTO,LEVE,5.3,0,0.0,13.5,61.0
2019,4,21.0,PEATON-MOVIL,LEVE,22.3,1,,3.6,55.0
2024,3,15.0,AUTO-OBJETO FIJO,LEVE,26.9,1,0.0,7.8,66.0
2023,2,9.0,AUTO-AUTO,LEVE,21.2,0,0.0,15.2,76.0
2021,11,22.0,MOTO-AUTO,LEVE,18.0,0,0.0,9.9,41.0
2019,2,7.0,MOTO-AUTO,LEVE,14.7,0,,9.4,72.0
2021,3,16.0,PEATON-AUTO,LEVE,21.8,0,0.0,10.0,56.0
2019,8,11.0,PEATON-MOTO,LEVE,8.8,0,,13.8,73.0
2020,10,13.0,SD-SD,LEVE,20.8,0,,7.7,60.0
2020,1,8.0,MOTO-AUTO,LEVE,25.1,1,,8.9,71.0
2021,6,15.0,PEATON-SD,LEVE,16.2,0,0.0,9.0,67.0
2023,4,2.0,MOTO-AUTO,LEVE,11.4,0,0.0,7.5,67.0
2024,6,18.0,SD-SD,LEVE,13.1,0,0.0,20.9,55.0
2023,12,19.0,MOTO-OBJETO FIJO,LEVE,26.2,1,0.0,12.5,46.0
2022,6,21.0,BICICLETA-AUTO,LEVE,9.9,0,0.0,4.1,96.0
2021,7,13.0,MOTO-AUTO,LEVE,9.7,1,0.0,2.8,61.0
2021,9,13.0,SD-SD,LEVE,14.2,1,0.0,8.2,82.0
2023,10,8.0,MOTO-MOTO,LEVE,17.8,0,0.0,16.2,65.0
2021,10,11.0,SD-SD,LEVE,11.2,0,0.0,3.8,53.0
2022,6,7.0,AUTO-AUTO,LEVE,6.6,0,0.0,10.5,94.0
2022,6,16.0,MOTO-AUTO,LEVE,13.4,0,0.0,26.4,50.0
2023,6,17.0,BICICLETA-AUTO,LEVE,10.2,1,0.0,10.4,46.0
2019,10,6.0,AUTO-TAXI,LEVE,13.8,1,,18.4,75.0
2021,2,10.0,BICICLETA-AUTO,LEVE,19.4,0,0.0,13.8,76.0
2021,9,14.0,MOTO-AUTO,LEVE,17.0,0,0.0,14.6,68.0
2024,10,18.0,BICICLETA-MOTO,LEVE,28.2,0,0.0,14.6,44.0
2023,10,16.0,MOTO-TAXI,LEVE,16.6,0,0.0,9.3,46.0
2021,6,9.0,PEATON-SD,LEVE,10.9,0,0.0,8.6,88.0
2024,5,17.0,SD-SD,LEVE,9.6,0,0.0,11.8,78.0
2023,7,11.0,SD-SD,LEVE,15.0,0,0.0,6.3,90.0
2020,6,4.0,AUTO-SD,LEVE,4.5,1,,3.6,58.0
2023,8,11.0,MOTO-CAMION,LEVE,7.4,0,0.0,15.5,76.0
2022,1,11.0,MOTO-UTILITARIO,LEVE,27.1,0,0.0,9.9,65.0
2019,7,14.0,MOTO-AUTO,LEVE,8.9,1,,8.2,45.0
2022,1,20.0,SD-SD,LEVE,23.1,0,0.0,18.8,47.0
2019,10,21.0,SD-SD,LEVE,17.0,0,,13.3,78.0
2021,10,18.0,MOTO-AUTO,LEVE,14.5,0,0.0,8.6,43.0
2024,12,17.0,AUTO-AUTO,LEVE,24.6,0,0.0,15.4,40.0
2022,10,8.0,BICICLETA-CAMION,LEVE,15.0,0,0.0,10.7,68.0
2022,4,15.0,MOTO-AUTO,LEVE,19.2,1,0.0,15.8,60.0
2024,8,16.0,SD-SD,LEVE,9.9,1,0.0,12.6,60.0
2022,12,6.0,MOTO-TRANSPORTE PUBLICO,LEVE,22.4,0,0.0,13.2,58.0
2022,2,18.0,PEATON-TRANSPORTE PUBLICO,LEVE,25.6,0,0.0,18.9,66.0
2020,2,15.0,MOTO-AUTO,LEVE,26.7,0,,7.6,52.0
2023,5,15.0,BICICLETA-AUTO,LEVE,19.4,0,0.0,8.6,85.0
2022,3,14.0,SD-SD,LEVE,26.5,0,0.0,9.6,53.0
2024,10,20.0,MOTO-CAMION,LEVE,21.0,0,0.0,18.9,40.0
2020,11,19.0,BICICLETA-AUTO,LEVE,24.7,1,,14.0,30.0
2021,1,0.0,AUTO-UTILITARIO,LEVE,25.1,0,0.0,21.0,54.0
2022,9,14.0,PEATON-MOTO,LEVE,11.3,0,0.0,17.5,61.0
2023,10,13.0,MOTO-AUTO,LEVE,23.9,1,0.0,4.1,53.0
2022,5,18.0,MOTO-CAMION,LEVE,11.6,0,0.0,9.2,40.0
2024,11,19.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,23.2,0,0.0,22.6,60.0
2019,10,23.0,AUTO-AUTO,LEVE,16.5,1,,18.3,74.0
2021,11,13.0,MOTO-UTILITARIO,LEVE,19.1,0,0.0,18.9,69.0
2020,1,21.0,MOTO-OBJETO FIJO,LEVE,27.7,1,,8.7,41.0
2020,1,13.0,SD-SD,LEVE,20.4,0,,14.8,69.0
2021,2,18.0,SD-SD,LEVE,27.2,1,0.0,13.2,64.0
2023,3,20.0,MOTO-TAXI,LEVE,29.3,0,0.0,22.0,50.0
2020,12,7.0,MOTO-OBJETO FIJO,MORTAL,13.4,1,,17.3,67.0
2023,7,6.0,PEATON-AUTO,LEVE,13.4,0,0.0,14.0,87.0
2022,10,17.0,PEATON-AUTO,LEVE,17.8,1,0.0,23.0,57.0
2024,11,16.0,MOTO-AUTO,LEVE,22.5,0,0.0,20.2,62.0
2021,10,22.0,SD-SD,LEVE,,0,,,
2024,7,12.0,MOTO-MOVIL,LEVE,11.3,0,0.0,5.1,97.0
2022,1,17.0,PEATON-AUTO,LEVE,22.7,0,0.0,11.2,49.0
2022,6,21.0,MOTO-MOVIL,LEVE,10.8,0,0.0,5.3,73.0
2022,9,9.0,PEATON-AUTO,LEVE,10.4,0,0.0,8.1,80.0
2022,5,12.0,TRANSPORTE PUBLICO-SD,LEVE,13.5,0,0.0,18.4,74.0
2021,10,16.0,SD-SD,LEVE,17.8,1,0.0,19.0,62.0
2023,7,10.0,MOTO-AUTO,LEVE,14.6,0,0.0,12.0,91.0
2020,10,15.0,SD-SD,LEVE,17.4,1,,20.9,54.0
2023,1,12.0,PEATON-TRANSPORTE PUBLICO,LEVE,23.8,0,0.0,11.7,73.0
2020,7,14.0,AUTO-CAMION,LEVE,8.9,0,,10.3,71.0
2022,3,0.0,SD-SD,LEVE,14.7,1,0.0,3.5,61.0
2024,2,10.0,AUTO-AUTO,LEVE,26.1,0,0.0,16.1,72.0
2022,8,21.0,BICICLETA-AUTO,LEVE,13.5,0,0.0,11.4,71.0
2023,9,6.0,MOTO-CAMION,LEVE,8.8,0,0.0,12.5,81.0
2021,8,17.0,SD-SD,LEVE,18.8,0,0.0,19.0,33.0
2021,7,22.0,BICICLETA-AUTO,LEVE,11.8,0,0.0,14.3,75.0
2021,3,14.0,BICICLETA-MOTO,LEVE,23.3,0,0.0,11.6,72.0
2019,9,18.0,BICICLETA-MOVIL,LEVE,22.3,0,,14.0,46.0
2019,2,18.0,PEATON-TRANSPORTE PUBLICO,LEVE,21.0,0,,6.8,42.0
2022,7,18.0,MOTO-AUTO,LEVE,13.1,0,0.0,8.0,74.0
2024,10,15.0,BICICLETA-AUTO,LEVE,20.1,1,0.0,12.8,40.0
2020,9,11.0,TRANSPORTE PUBLICO-AUTO,LEVE,8.0,0,,7.6,54.0
2020,10,18.0,SD-SD,LEVE,14.6,1,,19.1,70.0
2021,4,0.0,MOTO-AUTO,LEVE,,0,,,
2022,10,22.0,AUTO-AUTO,LEVE,16.3,0,0.0,16.7,43.0
2024,2,12.0,SD-SD,LEVE,22.2,0,0.0,20.3,72.0
2024,10,14.0,PEATON-TAXI,LEVE,17.8,1,0.0,5.5,69.0
2022,12,10.0,MOTO-OBJETO FIJO,LEVE,17.1,0,0.0,8.8,68.0
2020,1,14.0,TAXI-CAMION,LEVE,21.2,0,,10.9,44.0
2021,9,15.0,SD-SD,LEVE,22.7,0,0.0,11.1,32.0
2019,4,15.0,MOTO-TRANSPORTE PUBLICO,LEVE,21.4,0,,10.0,68.0
2019,11,13.0,SD-AUTO,LEVE,25.4,0,,7.2,44.0
2024,9,12.0,SD-SD,LEVE,13.1,0,0.0,14.9,73.0
2019,5,9.0,MOTO-AUTO,LEVE,12.5,0,,19.6,84.0
2020,9,13.0,PEATON-MOTO,LEVE,17.1,0,,17.3,59.0
2023,12,16.0,MOTO-TRANSPORTE PUBLICO,LEVE,22.5,0,0.0,22.5,59.0
2024,8,15.0,PEATON-CAMIONETA,LEVE,9.9,0,0.0,32.6,80.0
2020,8,6.0,SD-SD,LEVE,14.3,0,,10.2,95.0
2022,4,14.0,MOTO-SD,LEVE,17.7,0,0.0,7.4,83.0
2021,1,11.0,MOTO-AUTO,GRAVE,26.7,0,0.0,11.8,61.0
2020,2,14.0,MOTO-AUTO,LEVE,27.8,0,,4.2,49.0
2020,12,11.0,MOTO-AUTO,LEVE,17.1,0,,4.4,50.0
2023,7,14.0,MOTO-AUTO,LEVE,15.3,1,0.0,9.8,78.0
2023,5,4.0,PEATON-SD,LEVE,16.9,1,0.9,27.4,94.0
2021,8,18.0,BICICLETA-OBJETO FIJO,GRAVE,21.1,1,0.0,7.5,67.0
2019,5,16.0,MOTO-TAXI,LEVE,19.1,0,,12.2,60.0
2023,8,18.0,SD-SD,LEVE,29.0,0,0.0,9.5,50.0
2023,8,13.0,MOTO-AUTO,LEVE,12.5,0,0.0,18.3,44.0
2023,6,14.0,SD-SD,LEVE,13.9,0,0.0,4.8,66.0
2020,9,17.0,PEATON-TRANSPORTE PUBLICO,MORTAL,21.2,0,,18.8,44.0
2023,4,7.0,AUTO-CAMION,LEVE,17.8,0,0.0,6.3,92.0
2020,1,14.0,AUTO-AUTO,LEVE,24.7,0,,13.0,42.0
2022,9,0.0,SD-SD,LEVE,10.8,1,0.0,5.6,51.0
2024,9,7.0,PEATON-MOTO,LEVE,9.4,1,0.0,2.7,81.0
2021,7,15.0,MOTO-AUTO,LEVE,19.4,0,0.0,9.7,63.0
2019,5,19.0,MOTO-TAXI,LEVE,22.2,0,,15.4,66.0
2024,1,17.0,SD-SD,LEVE,27.8,0,0.0,8.5,44.0
2023,3,11.0,MOTO-UTILITARIO,LEVE,23.3,1,0.0,6.1,86.0
2020,11,16.0,MOTO-AUTO,LEVE,22.4,0,,14.8,60.0
2024,5,0.0,PEATON-AUTO,LEVE,17.7,0,0.0,15.5,92.0
2024,3,14.0,MOTO-AUTO,LEVE,25.7,0,0.0,8.8,67.0
2019,2,22.0,BICICLETA-AUTO,LEVE,25.8,1,,11.7,53.0
2021,8,15.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,10.0,0,0.0,14.8,65.0
2023,9,1.0,MOTO-AUTO,LEVE,12.9,0,0.0,19.6,73.0
2022,2,17.0,PEATON-AUTO,LEVE,23.6,0,1.0,7.8,78.0
2019,4,20.0,MOTO-AUTO,LEVE,22.8,0,,6.5,62.0
2024,2,18.0,MOTO-AUTO,LEVE,,1,,,
2021,3,8.0,AUTO-UTILITARIO,LEVE,,0,,,
2021,12,11.0,SD-SD,LEVE,23.5,0,0.0,12.1,71.0
2021,6,6.0,PEATON-AUTO,GRAVE,11.3,1,0.0,9.0,59.0
2020,8,12.0,UTILITARIO-SD,LEVE,8.3,0,,5.6,49.0
2023,2,19.0,PEATON-TRANSPORTE PUBLICO,LEVE,24.7,0,0.1,16.8,66.0
2019,9,17.0,MOTO-AUTO,LEVE,21.5,0,,11.2,65.0
2024,8,20.0,SD-SD,LEVE,16.3,0,,17.7,58.0
2020,9,18.0,MOTO-TRANSPORTE PUBLICO,GRAVE,,0,,,
2024,3,20.0,BICICLETA-AUTO,LEVE,26.7,0,0.0,18.4,75.0
2022,7,15.0,TRANSPORTE PUBLICO-AUTO,LEVE,9.6,0,0.0,21.1,75.0
2024,10,18.0,MOTO-AUTO,LEVE,26.7,0,0.0,13.6,59.0
2022,8,19.0,BICICLETA-MOTO,LEVE,21.6,0,0.0,9.8,57.0
2019,5,9.0,AUTO-AUTO,LEVE,13.9,1,,10.8,90.0
2021,6,17.0,BICICLETA-AUTO,LEVE,14.6,0,0.0,8.0,70.0
2024,8,13.0,PEATON-AUTO,LEVE,21.4,0,0.0,16.5,65.0
2019,5,12.0,SD-SD,LEVE,13.3,0,,17.6,80.0
2023,8,10.0,AUTO-AUTO,LEVE,10.4,1,0.0,16.6,67.0
2020,9,16.0,MOTO-MOVIL,LEVE,14.1,0,,5.5,40.0
2019,8,7.0,MOTO-AUTO,LEVE,14.2,0,,10.8,68.0
2022,6,18.0,MIXTO-MULTIPLE,LEVE,8.9,0,0.0,19.1,58.0
2020,11,17.0,BICICLETA-AUTO,LEVE,23.9,0,,13.3,24.0
2021,12,23.0,SD-SD,LEVE,24.4,0,0.0,8.5,55.0
2024,8,17.0,SD-SD,LEVE,10.5,0,,27.7,92.0
2023,10,9.0,PEATON-UTILITARIO,LEVE,10.8,0,0.0,12.3,59.0
2020,11,10.0,MOTO-AUTO,LEVE,16.3,0,,0.0,83.0
2020,9,23.0,MOTO-AUTO,LEVE,11.1,1,,26.2,73.0
2023,1,17.0,SD-SD,LEVE,26.9,0,0.0,9.5,41.0
2022,5,8.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,8.3,0,0.0,1.0,94.0
2020,12,9.0,SD-SD,LEVE,16.1,1,,31.5,72.0
2024,8,21.0,SD-SD,LEVE,14.7,0,,16.2,67.0
2019,1,16.0,UTILITARIO-TAXI,LEVE,21.6,0,,21.7,57.0
2023,5,13.0,SD-SD,LEVE,19.4,0,0.2,8.9,93.0
2024,11,16.0,MOTO-AUTO,LEVE,23.2,0,0.0,11.1,31.0
2019,4,17.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,20.0,0,,6.7,57.0
2024,10,18.0,MOTO-TRANSPORTE PUBLICO,LEVE,20.5,0,0.3,5.1,96.0
2023,8,22.0,AUTO-AUTO,LEVE,10.5,1,0.0,17.4,35.0
2023,12,14.0,MOTO-AUTO,LEVE,17.4,0,0.4,15.6,90.0
2024,1,11.0,MOTO-TAXI,LEVE,22.9,1,0.0,11.0,75.0
2024,3,11.0,SD-SD,LEVE,23.8,1,0.0,12.9,80.0
2019,4,16.0,MOVIL-CAMION,LEVE,18.8,0,,26.5,74.0
2020,4,14.0,PEATON-TRANSPORTE PUBLICO,LEVE,18.9,0,,6.7,64.0
2023,9,12.0,AUTO-AUTO,LEVE,13.6,1,0.0,12.7,76.0
2021,12,10.0,SD-SD,LEVE,21.0,0,0.0,6.8,63.0
2020,4,18.0,MOTO-AUTO,LEVE,19.3,0,,12.2,45.0
2023,8,8.0,PEATON-AUTO,LEVE,12.9,0,0.1,11.3,91.0
2021,4,10.0,BICICLETA-AUTO,LEVE,16.2,0,0.0,0.1,93.0
2024,12,17.0,MOTO-AUTO,LEVE,26.9,0,,10.6,50.0
2021,3,16.0,AUTO-AUTO,LEVE,16.4,1,2.0,11.5,95.0
2022,2,8.0,MOTO-AUTO,LEVE,16.5,0,0.0,4.5,94.0
2023,7,12.0,MOTO-UTILITARIO,LEVE,11.0,0,0.0,11.2,87.0
2024,11,12.0,MONOPATIN-AUTO,LEVE,18.0,0,0.0,12.5,83.0
2019,8,12.0,MOTO-UTILITARIO,LEVE,9.4,0,,4.6,78.0
2024,12,15.0,PEATON-TRANSPORTE PUBLICO,LEVE,23.0,0,0.0,10.1,55.0
2024,7,15.0,SD-SD,LEVE,17.4,1,0.0,9.8,49.0
2019,1,22.0,PEATON-MOTO,LEVE,29.4,0,,10.6,63.0
2019,5,20.0,MOTO-AUTO,LEVE,19.1,0,,12.6,48.0
2020,11,12.0,MOTO-SD,LEVE,24.6,0,,7.7,58.0
2023,5,19.0,BICICLETA-SD,LEVE,18.4,0,0.0,9.5,73.0
2020,12,9.0,BICICLETA-SD,LEVE,16.0,0,,14.5,56.0
2024,12,13.0,MOTO-TRANSPORTE PUBLICO,LEVE,22.4,0,0.0,9.1,51.0
2022,1,18.0,UTILITARIO-AUTO,LEVE,33.5,0,0.0,14.4,42.0
2019,8,9.0,PEATON-AUTO,GRAVE,11.8,1,,11.7,82.0
2019,7,12.0,MOTO-AUTO,LEVE,4.5,0,,9.6,68.0
2022,10,21.0,PEATON-UTILITARIO,LEVE,15.5,0,0.0,21.2,34.0
2023,4,10.0,SD-SD,LEVE,16.0,0,0.0,0.6,90.0
2023,8,17.0,TRANSPORTE PUBLICO-SD,LEVE,16.0,0,0.0,7.6,64.0
2022,10,7.0,BICICLETA-AUTO,LEVE,12.8,1,0.0,1.9,87.0
2024,12,17.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,19.1,1,0.0,11.2,41.0
2020,3,13.0,TAXI-AUTO,LEVE,20.1,0,,7.8,85.0
2023,5,14.0,MOTO-AUTO,LEVE,12.7,0,0.0,13.5,65.0
2022,11,10.0,PEATON-CAMION,GRAVE,,0,,,
2023,7,0.0,MOTO-SD,LEVE,8.9,1,0.0,14.3,66.0
2022,3,2.0,PEATON-TAXI,GRAVE,22.9,0,0.0,7.4,82.0
2019,4,18.0,MOTO-AUTO,LEVE,21.2,0,,11.9,63.0
2024,2,10.0,SD-SD,LEVE,28.1,0,0.0,13.6,65.0
2023,11,19.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,23.5,1,0.0,12.5,42.0
2023,11,19.0,BICICLETA-BICICLETA,LEVE,23.9,0,0.0,9.9,42.0
2019,3,22.0,PEATON-TAXI,LEVE,21.7,0,,20.3,81.0
2019,5,21.0,MOTO-AUTO,LEVE,16.4,0,,9.5,69.0
2023,5,9.0,TRANSPORTE PUBLICO-MOTO,LEVE,9.4,0,0.0,12.1,80.0
2024,10,17.0,MOTO-AUTO,LEVE,19.3,0,0.0,16.3,43.0
2021,5,13.0,SD-SD,LEVE,,1,,,
2019,2,17.0,BICICLETA-AUTO,GRAVE,25.9,0,,12.9,44.0
2019,10,13.0,AUTO-AUTO,LEVE,15.6,0,,15.0,96.0
2023,1,0.0,AUTO-AUTO,LEVE,24.9,0,0.0,14.2,76.0
2022,3,19.0,BICICLETA-AUTO,GRAVE,22.0,1,0.0,12.9,52.0
2021,11,14.0,PEATON-TAXI,LEVE,22.0,1,0.0,16.7,58.0
2019,7,14.0,MOTO-AUTO,LEVE,6.7,0,,13.2,60.0
2023,10,20.0,AUTO-AUTO,LEVE,17.1,0,0.0,22.1,63.0
2021,9,16.0,SD-SD,LEVE,17.6,0,0.0,21.4,74.0
2022,6,22.0,PEATON-AUTO,LEVE,10.4,0,0.0,12.4,75.0
2023,10,11.0,PEATON-AUTO,LEVE,11.4,0,0.0,14.6,76.0
2019,6,6.0,MOTO-AUTO,LEVE,16.9,0,,7.6,92.0
2020,11,16.0,AUTO-MOVIL,LEVE,22.2,0,,21.5,67.0
2021,5,14.0,SD-SD,LEVE,13.9,0,0.0,5.6,60.0
2024,12,0.0,BICICLETA-MOTO,GRAVE,26.3,0,0.0,4.7,50.0
2021,12,18.0,SD-SD,LEVE,24.5,0,0.0,21.1,59.0
2021,6,7.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,12.0,0,0.0,9.9,86.0
2020,2,18.0,PEATON-AUTO,LEVE,22.4,0,,19.1,33.0
2023,9,17.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,18.5,0,0.0,1.0,82.0
2024,12,23.0,PEATON-MOVIL,LEVE,24.0,0,,19.7,76.0
2023,4,9.0,SD-SD,LEVE,11.2,0,0.1,0.4,78.0
2022,5,11.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,9.1,0,,3.7,87.0
2022,2,14.0,TRANSPORTE PUBLICO-MOTO,LEVE,22.3,0,0.0,13.6,65.0
2024,5,7.0,MOTO-AUTO,LEVE,7.9,0,0.0,13.5,69.0
2019,10,17.0,MOTO-AUTO,LEVE,20.0,0,,17.1,62.0
2023,2,10.0,PEATON-CAMION,LEVE,22.5,0,0.0,3.1,77.0
2019,10,12.0,MOTO-AUTO,LEVE,19.0,0,,6.6,36.0
2020,5,14.0,MOTO-UTILITARIO,LEVE,18.8,0,,6.0,71.0
2022,9,13.0,BICICLETA-AUTO,LEVE,15.3,0,0.0,10.3,70.0
2022,5,8.0,BICICLETA-MOTO,LEVE,3.3,0,0.0,9.0,63.0
2019,7,8.0,SD-SD,LEVE,2.2,0,,12.0,80.0
2023,5,18.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,18.8,0,0.0,12.8,50.0
2024,7,8.0,SD-SD,LEVE,2.0,0,0.0,3.8,85.0
2023,6,12.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,8.9,0,0.0,9.9,66.0
2023,11,8.0,MOTO-AUTO,LEVE,14.5,1,0.0,11.0,48.0
2024,7,12.0,MOTO-AUTO,LEVE,6.4,0,0.0,16.0,78.0
2022,3,9.0,BICICLETA-AUTO,LEVE,9.6,0,0.0,16.8,56.0
2019,5,17.0,TRANSPORTE PUBLICO-AUTO,LEVE,17.0,0,,8.6,66.0
2021,6,23.0,MOTO-AUTO,LEVE,11.9,0,0.0,10.8,71.0
2023,9,13.0,AUTO-AUTO,LEVE,15.4,1,0.0,10.8,71.0
2022,8,17.0,PEATON-AUTO,LEVE,15.3,0,0.0,7.6,36.0
2024,4,22.0,AUTO-AUTO,LEVE,18.8,0,0.0,9.2,89.0
2024,4,14.0,SD-SD,LEVE,21.3,1,0.0,7.8,74.0
2019,5,15.0,SD-SD,LEVE,14.7,0,,14.1,57.0
2020,11,19.0,MOTO-TAXI,GRAVE,22.2,0,,9.4,77.0
2024,6,7.0,BICICLETA-CAMION,MORTAL,14.2,0,0.0,12.0,74.0
2023,11,11.0,MOTO-AUTO,LEVE,20.4,0,0.0,9.8,43.0
2024,5,18.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,14.7,0,0.0,18.0,51.0
2021,8,13.0,MOTO-AUTO,LEVE,13.7,1,0.0,8.4,52.0
2023,5,9.0,SD-SD,LEVE,16.9,0,0.0,12.5,79.0
2019,5,11.0,AUTO-CAMION,LEVE,13.1,0,,4.6,89.0
2019,10,10.0,MOTO-AUTO,LEVE,12.5,0,,2.4,59.0
2021,5,11.0,SD-SD,LEVE,,0,,,
