edad_victima,mes,es_fin_de_semana,temperatura_media,lluvia_mm,velocidad_viento,humedad_relativa,sexo_victima_M,rol_victima_CONDUCTOR,rol_victima_Conductor,rol_victima_PASAJERO,rol_victima_PEATON,rol_victima_SD,rol_victima_conductor,rol_victima_sd
-0.16171376649184133,10,0,24.0,0.0,13.2,30.0,1,0,0,0,0,1,0,0
-0.16171376649184133,7,0,12.2,0.0,9.3,97.0,1,0,0,0,1,0,0,0
-0.16171376649184133,4,0,16.7,0.0,8.6,43.0,1,0,0,0,0,1,0,0
-0.23573016889172382,11,1,19.1,0.0,20.2,74.0,1,0,0,0,0,1,0,0
-0.16171376649184133,5,0,15.7,0.0,6.7,53.0,1,0,0,0,0,1,0,0
-0.16171376649184133,12,1,23.1,0.0,9.0,78.0,1,0,0,0,0,1,0,0
0.8745158671065134,8,1,21.4,0.0,8.8,67.0,1,0,0,0,0,1,0,0
-0.7538449856909012,8,0,6.9,0.0,7.6,66.0,1,0,0,0,0,1,0,0
1.096565074306161,8,0,7.4,0.0,9.3,76.0,1,0,0,0,0,1,0,0
-0.16171376649184133,2,0,27.4,0.0,7.6,62.0,1,0,0,0,0,1,0,0
-0.9018777904906662,11,0,21.8,0.0,21.5,51.0,1,0,0,0,0,1,0,0
-0.16171376649184133,9,0,11.4,0.0,2.6,90.0,1,0,0,0,0,0,0,0
-0.16171376649184133,1,0,23.5,0.0,16.3,80.0,1,0,0,0,0,1,0,0
0.43041745270721854,6,0,16.9,0.0,11.8,34.0,1,0,0,0,0,1,0,0
-0.5317957784912538,3,0,26.4,0.0,17.2,73.0,1,0,0,0,0,1,0,0
-0.16171376649184133,4,0,14.9,0.0,2.1,83.0,0,0,0,0,0,1,0,0
-0.16171376649184133,8,0,7.8,0.0,1.5,58.0,1,0,0,0,0,1,0,0
1.3926306839056908,1,1,27.5,0.0,18.6,41.0,1,0,0,0,0,1,0,0
-1.049910595290431,9,0,14.1,0.0,10.5,83.0,1,0,0,0,0,1,0,0
-0.5317957784912538,3,0,20.2,0.0,14.0,75.0,1,0,0,0,0,1,0,0
-0.45777937609137126,3,1,23.0,0.0,15.7,58.0,1,0,0,0,0,0,1,0
0.5784502575069835,1,0,26.7,0.9,4.8,56.0,1,0,0,0,0,1,0,0
-0.16171376649184133,4,0,16.2,0.0,13.0,95.0,1,0,0,0,0,1,0,0
0.7264830623067485,11,0,28.0,0.0,13.0,40.0,1,0,0,0,0,1,0,0
2.946975134303223,1,0,17.6,0.0,12.0,71.0,0,0,0,0,1,0,0,0
-0.9018777904906662,4,0,21.5,0.0,5.2,74.0,0,0,0,0,0,1,0,0
1.3186142815058084,2,0,18.1,0.0,11.3,67.0,1,0,0,0,0,1,0,0
-0.16171376649184133,5,0,15.1,0.0,18.6,63.0,1,0,0,0,0,1,0,0
1.1705814767060434,3,1,20.2,0.0,15.6,49.0,1,0,0,0,0,1,0,0
-0.16171376649184133,5,1,21.6,0.0,7.5,63.0,1,0,0,0,0,1,0,0
0.9485322695063959,7,0,18.1,0.0,11.3,67.0,0,0,0,0,0,1,0,0
-0.16171376649184133,3,0,16.0,0.0,10.7,68.0,1,0,0,0,0,1,0,0
1.0225486719062784,2,0,26.3,0.0,11.2,73.0,1,0,0,0,0,1,0,0
